BOX NUMBER,STYLE NO.,BRAND NAME,COLOR,SIZE,QUANTITY,SKU,BOX LOCATION,DESCRIPTION,PRICE,PHOTO,PLATFORM,SAMPLE,13672,SIZE_US
228,E2081,MILANO FORMALS,NAVY,0,1,,3033,,,,,,,0
230,E2036,MILANO FORMALS,GREEN,0,1,,3033,,,,,,,0
231,E2449,MILANO FORMALS,GREEN,0,1,,3033,,,,,,,0
233,E2107,MILANO FORMALS,LAVENDER,0,1,,3032,,,,,,,0
234,E2114,MILANO FORMALS,ROYAL,0,4,,3032,,,,,,,0
235,E1170,MILANO FORMALS,APRICOT,0,1,,3032,,,,,,,0
235,E1918,MILANO FORMALS,GREEN,0,1,,3032,,,,,,,0
235,E1967,MILANO FORMALS,TEAL,0,1,,3032,,,,,,,0
235,E1981,MILANO FORMALS,ROYAL,0,1,,3032,,,,,,,0
235,E2171,MILANO FORMALS,SKY BLUE,0,1,,3032,,,,,,,0
236,E2067,MILANO FORMALS,BLACK/BURGUNDY,0,1,,3032,,,,,,,0
238,E2084,MILANO FORMALS,BLACK,0,1,,3032,,,,,,,0
238,E2778,MILANO FORMALS,BLUE,0,1,,3032,,,,,,,0
242,E1264,MILANO FORMALS,BLACK,0,4,,3032,,,,,,,0
242,E2107,MILANO FORMALS,LAVENDER,0,1,,3032,,,,,,,0
242,E2543,MILANO FORMALS,BLACK,0,1,,3032,,,,,,,0
243,E2513,MILANO FORMALS,RED,0,2,,3032,,,,,,,0
247,E2589,MILANO FORMALS,BLACK,0,1,,3032,,,,,,,0
248,E2036,MILANO FORMALS,EMERALD,0,1,,3032,,,,,,,0
250,E2346,MILANO FORMALS,GOLD,0,1,,3032,,,,,,,0
253,E2070,MILANO FORMALS,APRICOT,0,3,,3032,,,,,1,,0
253,E2087,MILANO FORMALS,DIRTY ROSE,0,3,,3032,,,,,,,0
254,E2158,MILANO FORMALS,IVORY,0,2,,3032,,,,,,,0
255,E2110,MILANO FORMALS,BLACK,0,3,,3032,,,,,,,0
256,E2107,MILANO FORMALS,LAVENDER,0,2,,3032,,,,,,,0
262,E2779,MILANO FORMALS,PINK,0,1,,3032,,,,,,,0
263,E1988,MILANO FORMALS,ROYAL,0,1,,3032,,,,,,,0
269,E1965,MILANO FORMALS,SANGRIA,0,1,,3032,,,,,,,0
269,E2100,MILANO FORMALS,MIDNIGHT,0,1,,3032,,,,,,,0
271,E2589,MILANO FORMALS,BLACK,0,1,,3032,,,,,,,0
273,E1988,MILANO FORMALS,ROYAL,0,1,,3032,,,,,,,0
273,E2449,MILANO FORMALS,GREEN,0,1,,3032,,,,,,,0
274,E2088,MILANO FORMALS,BURGUNDY,0,3,,3032,,,,,,,0
286,E2084,MILANO FORMALS,BLACK,0,1,,3032,,,,,,,0
293,E1463,MILANO FORMALS,TEAL,0,2,,3032,,,,,,,0
298,E2067,MILANO FORMALS,BLACK/BURGUNDY,0,2,,3032,,,,,,,0
300,E1663,MILANO FORMALS,NAVY,0,1,,3032,,,,,,,0
304,E1911,MILANO FORMALS,,0,5,,3032,,,,,,,0
305,E1657,MILANO FORMALS,BLACK,0,4,,3032,,,,,,,0
309,E2018,MILANO FORMALS,GREEN,0,1,,3032,,,,,,,0
315,E2070,MILANO FORMALS,PEACH,0,1,,3032,,,,,,,0
316,AA9270,ANDY ANAND COUTURE,WHITE/BURGUNDY,0,2,,3032,,,,,,,0
321,E2545,MILANO FORMALS,GREEN,0,4,,3032,,,,,,,0
330,E1581,MILANO FORMALS,RED,0,1,,3032,,179,,,,,0
330,E2023,MILANO FORMALS,TURQUOISE,0,1,,3032,,219,,,,,0
332,E2018,MILANO FORMALS,PEACOCK,0,3,,3032,,,,,,,0
338,E1937,MILANO FORMALS,BLACK,0,1,,3032,,399.99,,,,,0
339,E2275,MILANO FORMALS,ROYAL,0,1,,3032,,,,,,,0
343,E2076,MILANO FORMALS,NAVY,0,1,,3032,,,,,,,0
345,E2027,MILANO FORMALS,WINE,0,5,,3032,,,,,,,0
348,E2547,MILANO FORMALS,ROYAL,0,1,,3032,,,,,,,0
349,E2426,MILANO FORMALS,NAVY,0,1,,3032,,,,,,,0
351,E2046,MILANO FORMALS,WHITE,0,1,,3032,,,,,,,0
351,E2048,MILANO FORMALS,NAVY,0,2,,3032,,,,,,,0
354,E2046,MILANO FORMALS,NAVY,0,2,,3032,,,,,,,0
358,E2046,MILANO FORMALS,ROSE,0,1,,3032,,,,,,,0
359,E2550,MILANO FORMALS,RED,0,1,,3032,,,,,,,0
363,E2430,MILANO FORMALS,WHITE/BLUE,0,1,,3032,,,,,,,0
363,E2460,MILANO FORMALS,BLACK,0,1,,3032,,,,,,,0
364,E2245,MILANO FORMALS,BLACK/GREEN,0,1,,3032,,,,,,,0
371,E2027,MILANO FORMALS,WINE,0,1,,3032,,,,,,,0
372,E2075,MILANO FORMALS,MIDNIGHT,0,1,,3032,,,,,,,0
379,E2599,MILANO FORMALS,RED,0,2,,3032,,,,,,,0
380,E2600,MILANO FORMALS,ROYAL,0,3,,3032,,,,,,,0
381,E2030,MILANO FORMALS,FUCHSIA,0,1,,3032,,,,,,,0
384,E1965,MILANO FORMALS,SANGRIA,0,2,,3032,,,,,,,0
385,E2233,MILANO FORMALS,GOLD,0,1,,3032,,,,,,,0
385,E2578,MILANO FORMALS,BLACK,0,1,,3032,,190,,,,,0
387,E1986,MILANO FORMALS,POOL,0,1,,3032,,,,,,,0
388,E2076,MILANO FORMALS,WINE,0,1,,3032,,,,,,,0
388,E2778,MILANO FORMALS,BLUE,0,1,,3032,,419.99,,,,,0
392,E2324,MILANO FORMALS,PINK,0,1,,3033,,,,,,,0
393,E2578,MILANO FORMALS,BLACK,0,2,,3033,,,,,,,0
394,E2526,MILANO FORMALS,GREEN,0,1,,3033,,219,,,,,0
394,E2532,MILANO FORMALS,PRINT,0,1,,3033,,199,,,,,0
394,E2543,MILANO FORMALS,BLACK,0,1,,3033,,189,,,,,0
394,E2560,MILANO FORMALS,NAVY,0,1,,3033,,,,,,,0
397,E2324,MILANO FORMALS,PINK,0,2,,3033,,,,,,,0
401,E1879,MILANO FORMALS,PURPLE,0,4,,3033,,,,,,,0
401,E2336,MILANO FORMALS,ROSE,0,2,,3033,,,,,,,0
408,E1381,MILANO FORMALS,PURPLE,0,2,,3033,,,,,,,0
417,E1715,MILANO FORMALS,SKY BLUE,0,2,,3033,,,,,,,0
419,E2252,MILANO FORMALS,PURPLE,0,20,,3033,,198,,,,,0
422,E1381,MILANO FORMALS,PURPLE,0,2,,3033,,,,,,,0
430,E1891,MILANO FORMALS,PURPLE,0,1,,3033,,,,,,,0
431,E2021,MILANO FORMALS,WINE,0,5,,3033,,,,,,,0
460,E1715,MILANO FORMALS,SKY BLUE,0,1,,3033,,,,,,,0
461,E1855,MILANO FORMALS,NAVY,0,1,,3033,,,,,,,0
461,E1875,MILANO FORMALS,BLACK,0,4,,3033,,,,,,,0
466,E1715,MILANO FORMALS,SKY BLUE,0,1,,3033,,,,,,,0
467,E2437,MILANO FORMALS,NAVY PRINT,0,1,,3033,,,,,,,0
468,E2160,MILANO FORMALS,FUCHSIA,0,1,,3033,,,,,,,0
486,E1937,MILANO FORMALS,BLACK,0,2,,3240,,,,,,,0
497,E2551,MILANO FORMALS,RED,0,1,,3240,,,,,,,0
502,E1510,MILANO FORMALS,WHITE,0,1,,3240,,,,,,,0
502,E1978,MILANO FORMALS,GUNMETAL,0,1,,3240,,,,,,,0
505,E2554,MILANO FORMALS,GOLD,0,1,,3240,,,,,,,0
512,E2162,MILANO FORMALS,RAINBOW,0,4,,3735,,,,,,,0
515,E2335,MILANO FORMALS,ROYAL,0,1,,3735,,,,,,,0
515,E2778,MILANO FORMALS,BLUSH,0,1,,3735,,,,,,,0
529,E1502,MILANO FORMALS,NAVY,0,1,,3735,,,,,,,0
529,E2084,MILANO FORMALS,BLACK,0,1,,3735,,,,,,,0
536,E1502,MILANO FORMALS,NAVY,0,1,,3735,,,,,,,0
541,E2544,MILANO FORMALS,RED,0,1,,3735,,,,,,,0
581,E2527,MILANO FORMALS,BLACK,0,1,,3735,,,,,,,0
582,E2244,MILANO FORMALS,BLACK,0,1,,3735,,,,,,,0
582,E2532,MILANO FORMALS,PRINT,0,1,,3735,,,,,,,0
594,E1715,MILANO FORMALS,SKY BLUE,0,1,,3735,,,,,,,0
594,E2104,MILANO FORMALS,BLACK,0,1,,3735,,,,,,,0
596,E1982,MILANO FORMALS,CHARCOAL,0,1,,3735,,,,,,,0
596,E2106,MILANO FORMALS,BABY BLUE,0,5,,3735,,,,,,,0
598,E2165,MILANO FORMALS,FUCHSIA,0,1,,3735,,,,,,,0
603,E1948,MILANO FORMALS,BLACK,0,1,,3735,,,,,,,0
637,E2021,MILANO FORMALS,WINE,0,1,,3733,,,,,,,0
643,E2042,MILANO FORMALS,WINE,0,8,,3733,,,,,,,0
654,E1908,MILANO FORMALS,SKY BLUE,0,3,,3733,,,,,,,0
657,E2431,MILANO FORMALS,RED,0,1,,3733,,,,,,,0
660,E2150,MILANO FORMALS,BLACK,0,2,,3733,,,,,,,0
667,E2106,MILANO FORMALS,BABY BLUE,0,3,,3733,,,,,,,0
668,E2020,MILANO FORMALS,POOL,0,1,,3733,,,,,,,0
668,E2144,MILANO FORMALS,MINT,0,1,,3733,,,,,,,0
678,E2136,MILANO FORMALS,BLACK,0,2,,3733,,,,,,,0
683,E1259,MILANO FORMALS,SKY BLUE,0,1,,3733,,,,,,,0
696,E2106,MILANO FORMALS,SKY BLUE,0,1,,3733,,,,,,,0
697,E2550,MILANO FORMALS,RED,0,2,,3733,,,,,,,0
700,E2385,MILANO FORMALS,GOLD/BLACK,0,2,,3733,,,,,,,0
701,E2104,MILANO FORMALS,BLACK,0,2,,3733,,,,,,,0
702,E2075,MILANO FORMALS,MIDNIGHT,0,4,,3733,,,,,,,0
702,E2125,MILANO FORMALS,NAVY,0,1,,3733,,,,,,,0
708,E2072,MILANO FORMALS,BLACK,0,1,,3733,,,,,,,0
717,E2104,MILANO FORMALS,BLACK,0,2,,3733,,,,,,,0
728,E2162,MILANO FORMALS,RAINBOW,0,5,,3240,,,,,,,0
731,E2104,MILANO FORMALS,BLACK,0,2,,3240,,,,,,,0
734,E1259,MILANO FORMALS,SKY BLUE,0,1,,3240,,,,,,,0
735,E2701,MILANO FORMALS,ROSE,0,1,,3240,,,,,,,0
738,E2016,MILANO FORMALS,ROYAL,0,2,,3240,,,,,,,0
746,E2018,MILANO FORMALS,PEACOCK/GREEN,0,3,,3240,,,,,,,0
750,E1974,MILANO FORMALS,MINT,0,2,,3240,,,,,,,0
777,E2428,MILANO FORMALS,NAVY,0,1,,3240,,,,,,,0
779,E1931,MILANO FORMALS,NAVY,0,1,,3240,,,,,,,0
779,E2081,MILANO FORMALS,NAVY,0,1,,3240,,,,,,,0
786,E1954,MILANO FORMALS,PLUM,0,1,,3240,,,,,,,0
790,E2075,MILANO FORMALS,MIDNIGHT,0,3,,3240,,,,,,,0
791,E2344,MILANO FORMALS,BLACK/NUDE,0,1,,3240,,,,,,,0
793,E1778,MILANO FORMALS,NAVY,0,1,,3240,,,,,,,0
794,E1954,MILANO FORMALS,PLUM,0,1,,3240,,,,,,,0
800,E1918,MILANO FORMALS,GREEN,0,1,,3240,,,,,,,0
800,E2016,MILANO FORMALS,RED,0,1,,3240,,,,,,,0
804,E1904,MILANO FORMALS,BLACK,0,1,,3240,,,,,,,0
848,E2107,MILANO FORMALS,NAVY,0,1,,3240,,,,,,,0
849,E1931,MILANO FORMALS,NAVY,0,1,,3240,,,,,,,0
849,E2403,MILANO FORMALS,BLACK,0,1,,3240,,,,,,,0
849,E2430,MILANO FORMALS,WHITE/BLUE,0,1,,3240,,,,,,,0
854,E2500,MILANO FORMALS,BLUSH,0,1,,3240,,,,,,,0
855,E2100,MILANO FORMALS,MIDNIGHT,0,2,,3240,,,,,,,0
857,E1892,MILANO FORMALS,NAVY/NUDE,0,1,,3240,,,,,,,0
7,E2513,MILANO FORMALS,RED,2,1,,3033,,,,,,,2
12,E2560,MILANO FORMALS,NAVY,2,1,,3033,,,,,,,2
14,E2527,MILANO FORMALS,BLACK,2,3,,3033,,229,,,,,2
14,E2531,MILANO FORMALS,ROYAL BLUE,2,1,,3033,,229,,,,,2
18,E2023,MILANO FORMALS,TURQUOISE,2,1,,3033,,219,,,,,2
18,E2526,MILANO FORMALS,GREEN,2,2,,3033,,,,,,,2
20,E2023,MILANO FORMALS,TIFFANY,2,1,,3033,,219,,,,,2
20,E2602,MILANO FORMALS,MINT,2,1,,3033,,,,,,,2
21,E2101,MILANO FORMALS,WINE,2,1,,3033,,,,,,,2
24,E1605,MILANO FORMALS,PURPLE,2,3,,3033,,,,,,,2
28,E2532,MILANO FORMALS,PRINT,2,4,,3033,,,,,,,2
29,E1244,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
29,E2560,MILANO FORMALS,NAVY,2,1,,3033,,,,,,,2
42,B8998,MILANO FORMALS,WHITE,2,1,,3033,,,,,,,2
42,E1421,MILANO FORMALS,GREY,2,1,,3033,,,,,,,2
42,E1799,MILANO FORMALS,GREY,2,1,,3033,,,,,,,2
42,F1116,MILANO FORMALS,SILVER,2,4,,3033,,,,,,,2
42,F1116,MILANO FORMALS,IVORY,2,4,,3033,,,,,,,2
42,F570,MILANO FORMALS,SILVER,2,2,,3033,,,,,,,2
43,E1581,MILANO FORMALS,RED,2,1,,3033,,,,,,,2
43,F570,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
44,E1908,MILANO FORMALS,SKY BLUE,2,1,,3033,,,,,,,2
47,E2171,MILANO FORMALS,SKY BLUE,2,2,,3033,,,,,,,2
50,E1391,MILANO FORMALS,PURPLE,2,1,,3033,,,,,,,2
50,E1672,MILANO FORMALS,BLUE,2,1,,3033,,,,,,,2
50,E1946,MILANO FORMALS,NAVY,2,2,,3033,,,,,,,2
50,E1981,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
50,E2076,MILANO FORMALS,MIDNIGHT,2,1,,3033,,,,,,,2
50,E2225,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
50,E2252,MILANO FORMALS,PURPLE,2,1,,3033,,,,,,,2
50,E2543,MILANO FORMALS,BLACK,2,2,,3033,,,,,,,2
52,F570,MILANO FORMALS,PURPLE,2,6,,3033,,,,,,,2
52,E1420,MILANO FORMALS,PURPLE,2,4,,3033,,,,,,,2
58,B8998,MILANO FORMALS,SANGRIA,2,1,,3033,,,,,,,2
58,E1428,MILANO FORMALS,PURPLE,2,1,,3033,,,,,,,2
59,E1908,MILANO FORMALS,SKY BLUE,2,1,,3033,,,,,,,2
61,E1463,MILANO FORMALS,CORAL,2,3,,3033,,,,,,,2
64,F570,MILANO FORMALS,ROYAL,2,1,,3033,,,,,,,2
64,F570,MILANO FORMALS,NAVY,2,2,,3033,,,,,,,2
68,E2590,MILANO FORMALS,ROSE,2,1,,3033,,,,,,,2
70,E2601,MILANO FORMALS,EMERALD,2,2,,3033,,,,,,,2
71,E2601,MILANO FORMALS,EMERALD,2,2,,3033,,,,,,,2
83,E2524,MILANO FORMALS,CHERRY,2,3,,3033,,,,,,,2
86,E2535,MILANO FORMALS,BURGUNDY,2,2,,3033,,,,,,,2
87,E2509,MILANO FORMALS,BURGUNDY,2,2,,3033,,,,,,,2
90,E2540,MILANO FORMALS,TEAL,2,4,,3033,,,,,,,2
91,AA9307,ANDY ANAND COUTURE,WHITE,2,1,,3033,,,,,,,2
94,E1988,MILANO FORMALS,ROYAL BLUE,2,1,,3033,,,,,,,2
95,E1988,MILANO FORMALS,ROYAL BLUE,2,1,,3033,,,,,,,2
97,E2171,MILANO FORMALS,LIGHT BLUE,2,1,,3033,,,,,,,2
102,E1573,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
106,E1344,MILANO FORMALS,YELLOW,2,4,,3033,,,,,,,2
106,E1730,MILANO FORMALS,BLUE,2,1,,3033,,,,,,,2
106,E2080,MILANO FORMALS,COBALT,2,1,,3033,,,,,,,2
106,E2548,MILANO FORMALS,PURPLE,2,1,,3033,,,,,,,2
109,E1896,MILANO FORMALS,POOL/WHITE,2,2,,3033,,,,,,,2
113,E1605,MILANO FORMALS,PURPLE,2,1,,3033,,,,,,,2
114,E1264,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
114,E1890,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
114,E2527,MILANO FORMALS,BLACK,2,2,,3033,,,,,,,2
114,E2532,MILANO FORMALS,PRINT,2,1,,3033,,,,,,,2
114,E2602,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
115,E1663,MILANO FORMALS,NAVY,2,3,,3033,,,,,,,2
115,E2158,MILANO FORMALS,GOLD,2,1,,3033,,,,,,,2
116,E1908,MILANO FORMALS,SKY BLUE,2,2,,3033,,,,,,,2
118,E12126,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
118,E1657,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
118,E1827,MILANO FORMALS,,2,2,,3033,,,,,,,2
118,E2126,MILANO FORMALS,BLACK,2,3,,3033,,,,,,,2
120,E1520,MILANO FORMALS,BURNT ORANGE,2,3,,3033,,,,,,,2
120,E2449,MILANO FORMALS,GREEN,2,1,,3033,,,,,,,2
122,E1354,MILANO FORMALS,LILAC,2,3,,3033,,,,,,,2
122,E1422,MILANO FORMALS,PURPLE,2,1,,3033,,,,,,,2
122,E1452,MILANO FORMALS,PURPLE,2,1,,3033,,,,,,,2
122,E2281,MILANO FORMALS,PURPLE,2,1,,3033,,,,,,,2
123,E1508,MILANO FORMALS,NUDE,2,1,,3033,,,,,,,2
123,E1657,MILANO FORMALS,TEAL,2,1,,3033,,,,,,,2
123,E1796,MILANO FORMALS,IVORY,2,1,,3033,,,,,,,2
123,E1799,MILANO FORMALS,TEAL,2,1,,3033,,,,,,,2
123,E1838,MILANO FORMALS,TEAL,2,3,,3033,,,,,,,2
123,E1852,MILANO FORMALS,PINK,2,1,,3033,,,,,,,2
123,E2025,MILANO FORMALS,WINE,2,1,,3033,,,,,,,2
123,E2053,MILANO FORMALS,TEAL,2,1,,3033,,,,,,,2
123,E2087,MILANO FORMALS,DIRTY ROSE,2,1,,3033,,,,,,,2
123,E2327,MILANO FORMALS,RED/BLACK,2,1,,3033,,,,,,,2
123,E2416,MILANO FORMALS,NUDE,2,1,,3033,,,,,,,2
124,E1452,MILANO FORMALS,PURPLE,2,1,,3033,,,,,,,2
125,E1663,MILANO FORMALS,PURPLE,2,5,,3033,,,,,,,2
127,E1502,MILANO FORMALS,CLARET,2,1,,3033,,,,,,,2
127,E1852,MILANO FORMALS,BURGUNDY,2,1,,3033,,,,,,,2
127,E2101,MILANO FORMALS,WINE,2,1,,3033,,,,,,,2
127,E2757,MILANO FORMALS,RED,2,1,,3033,,,,,,,2
132,E2602,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
137,AA222,ANDY ANAND COUTURE,WHITE/IVORY,2,1,,3033,,,,,,,2
137,B8865,MILANO FORMALS,WHITE,2,1,,3033,,,,,,,2
137,E1502,MILANO FORMALS,IVORY,2,1,,3033,,,,,,,2
137,E1729,MILANO FORMALS,IVORY,2,3,,3033,,,,,,,2
138,E2162,MILANO FORMALS,RAINBOW,2,1,,3033,,,,,,,2
140,E1581,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
143,E1018,MILANO FORMALS,ORANGE,2,1,,3033,,,,,,,2
145,E2241,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
150,E2042,MILANO FORMALS,WINE,2,2,,3033,,,,,,,2
151,E1852,MILANO FORMALS,CHARCOAL,2,1,,3033,,,,,,,2
153,AA9270,ANDY ANAND COUTURE,WHITE,2,1,,3033,,,,,,,2
154,F1116,MILANO FORMALS,LILAC,2,1,,3033,,,,,,,2
154,F570,MILANO FORMALS,LILAC,2,1,,3033,,,,,,,2
157,E2602,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
163,AA9315,ANDY ANAND COUTURE,IVORY,2,1,,3033,,,,,,,2
165,E1334,MILANO FORMALS,FUCHSIA,2,1,,3033,,,,,,,2
167,E1334,MILANO FORMALS,FUCHSIA,2,2,,3033,,,,,,,2
167,E1379,MILANO FORMALS,PEACOCK,2,1,,3033,,,,,,,2
169,E1918,MILANO FORMALS,GREEN,2,1,,3033,,,,,,,2
170,E2080,MILANO FORMALS,BLACK,2,4,,3033,,,,,,,2
171,E1412,MILANO FORMALS,ROYAL,2,2,,3033,,,,,,,2
172,E2603,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
172,E1379,MILANO FORMALS,PEACOCK,2,3,,3033,,,,,,,2
175,E1270,MILANO FORMALS,TEAL,2,1,,3033,,,,,,,2
176,E1809,MILANO FORMALS,ORANGE,2,1,,3033,,,,,,,2
176,E2544,MILANO FORMALS,RED,2,3,,3033,,,,,,,2
177,E1838,MILANO FORMALS,TEAL,2,1,,3033,,,,,,,2
189,E2615,MILANO FORMALS,CLARET,2,2,,3033,,,,,,,2
193,D8998,MILANO FORMALS,LIGHT GREEN,2,1,,3033,,,,,,,2
194,E1420,MILANO FORMALS,CHAMPAGNE,2,2,,3033,,,,,,,2
196,E2543,MILANO FORMALS,BLACK,2,1,,3033,,,,,,,2
203,E2018,MILANO FORMALS,GREEN,2,1,,3033,,,,,,,2
204,E1605,MILANO FORMALS,PURPLE,2,2,,3033,,,,,,,2
