BOX NUMBER,STYLE NO.,BRAND NAME,COLOR,SIZE,QUANTITY,SKU,BOX LOCATION,DESCRIPTION,PRICE,PHOTO,PLATFORM,SAMPLE,13672,SIZE_US
185,E1354,,LAVENDER,8,2,,3033,,,,,,,8
185,E1439,,TEAL,8,2,,3033,,,,,,,8
185,80377,,AQUA,0,1,,3033,,,,,,,0
186,E2771,,TEAL,30,1,,3033,,,,,,,30
186,E2771,,TEAL,4,2,,3033,,,,,,,4
186,E2771,,TEAL,0,1,,3033,,,,,,,0
187,E2771,,TEAL,16,3,,3033,,,,,,,16
187,E1379,,PEACOCK,6,1,,3033,,,,,,,6
188,E2771,,TEAL,26,1,,3033,,,,,,,26
188,E2771,,TEAL,22,2,,3033,,,,,,,22
188,BZ570,,SKY BLUE,18,1,,3033,,,,,,,18
188,E1285,,SAGE,10,1,,3033,,,,,,,10
189,E2615,,CLARET,18,3,,3033,,,,,,,18
189,E2244,,BLACK,14,2,,3033,,,,,,,14
189,E2615,,CLARET,14,2,,3033,,,,,,,14
189,E2615,,CLARET,2,2,,3033,,,,,,,2
190,E1264,,BLACK,8XL,1,,3033,,,,,,,40
190,E2049,,PLATINUM,18,2,,3033,,,,,,,18
190,E2225,,BLACK GREEN,16,3,,3033,,,,,,,16
190,E2225,,BLACK GREEN,14,3,,3033,,,,,,,14
190,E1657,,BLACK,4,1,,3033,,,,,,,4
190,E2082,,BLACK,4,1,,3033,,,,,,,4
191,AA9254,,,8,3,,3033,,,,,,,8
191,AA9301,,,6,1,,3033,,,,,,,6
191,AA9315,,,4,1,,3033,,,,,,,4
192,AA9307,,,8,1,,3033,,,,,,,8
192,AA9254,,,6,4,,3033,,,,,,,6
193,E1412,,BROWN,20,1,,3033,,,,,,,20
193,570,,SAGE,16,5,,3033,,,,,,,16
193,E1672,,SKY BLUE,16,4,,3033,,,,,,,16
193,E1412,,BROWN,14,1,,3033,,,,,,,14
193,570,,SAGE,14,1,,3033,,,,,,,14
193,E1672,,SKY BLUE,12,3,,3033,,,,,,,12
193,E1412,,BROWN,10,1,,3033,,,,,,,10
193,D8998,,LIGHT GREEN,2,1,,3033,,,,,,,2
193,570,,SAGE,0,3,,3033,,,,,,,0
194,E2225,,BLACK GREEN,14,2,,3033,,,,,,,14
194,E1420,,CHAMPAGNE,12,1,,3033,,,,,,,12
194,E1379,,TRUFFLE,10,1,,3033,,,,,,,10
194,E1420,,CHAMPAGNE,4,3,,3033,,,,,,,4
194,E1420,,CHAMPAGNE,2,2,,3033,,,,,,,2
195,AA9254,,WHITE,10,3,,3033,,,,,,,10
195,AA9308,,WHITE,4,2,,3033,,,,,,,4
196,570,,BURGUNDY,8XL,13,,3033,,,,,,,40
196,570,,BURGUNDY,7XL,16,,3033,,,,,,,38
196,570,,BURGUNDY,6XL,9,,3033,,,,,,,34
196,570,,BURGUNDY,5XL,1,,3033,,,,,,,30
196,E2543,,BLACK,4,2,,3033,,,,,,,4
196,E2543,,BLACK,2,1,,3033,,,,,,,2
197,E1285,,FUCHSIA,24,3,,3033,,,,,,,24
197,E1285,,FUCHSIA,20,1,,3033,,,,,,,20
197,E2767,,WINE,18,1,,3033,,,,,,,18
197,E2767,,WINE,16,1,,3033,,,,,,,16
197,E1285,,IVORY PRINT,10,1,,3033,,,,,,,10
197,E2394,,IVORY PRINT,0,1,,3033,,,,,,,0
198,E2553,,,14,1,,3033,,,,,,,14
198,E2553,,,10,1,,3033,,,,,,,10
198,E1520,,BURNT ORANGE,8,15,,3033,,,,,,,8
198,,,BURNT ORANGE,6,2,,3033,,,,,,,6
199,E1730,,ORANGE,30,2,,3033,,,,,,,30
199,E1730,,CHARCOAL,24,2,,3033,,,,,,,24
199,E1730,,CHARCOAL,16,1,,3033,,,,,,,16
199,B2602,,MINT,14,1,,3033,,,,,,,14
199,B2602,,MINT,10,1,,3033,,,,,,,10
199,B2602,,MINT,8,3,,3033,,,,,,,8
199,E1730,,ORANGE,6,1,,3033,,,,,,,6
199,B2602,,MINT,4,3,,3033,,,,,,,4
199,E1730,,ORANGE,4,1,,3033,,,,,,,4
200,E2114,,ROYAL BLUE,10,4,,3033,,,,,,,10
200,E2118,,FUCHSIA,8,2,,3033,,,,,,,8
201,E2118,,FUCHSIA,4,3,,3033,,,,,,,4
201,E2118,,FUCHSIA,0,2,,3033,,,,,,,0
202,AA9259,,,12,3,,3033,,,,,,,12
202,AA9315,,,4,1,,3033,,,,,,,4
203,E1022,,PURPLE,S,2,,3033,,,,,,,8
203,E2114,,ROYAL BLUE,14,2,,3033,,,,,,,14
203,E2018,,GREEN,4,1,,3033,,,,,,,4
203,E2018,,GREEN,2,1,,3033,,,,,,,2
204,E1264,,APPLE RED,8XL,1,,3033,,,,,,,40
204,570,,CORAL,8XL,1,,3033,,,,,,,40
204,E2602,,MINT,12,1,,3033,,,,,,,12
204,E2126,,BLACK,8,1,,3033,,,,,,,8
204,E2106,,BABY BLUE,6,1,,3033,,,,,,,6
204,E1582,,FUCHSIA,4,5,,3033,,,,,,,4
204,E2511,,NAVY,4,1,,3033,,,,,,,4
204,E1605,,PURPLE,4,4,,3033,,,,,,,4
204,E2053,,NAVY,2,1,,3033,,,,,,,2
204,E1605,,PURPLE,2,2,,3033,,,,,,,2
204,E2511,,BLUE,0,1,,3033,,,,,,,0
204,E2053,,NAVY,0,3,,3033,,,,,,,0
205,E2126,,BLACK,14,2,,3033,,,,,,,14
205,E2031,,BLACK,12,1,,3033,,,,,,,12
205,E2082,,BLACK,12,1,,3033,,,,,,,12
205,E2126,,BLACK,12,1,,3033,,,,,,,12
205,E2708,,BLACK,12,1,,3033,,,,,,,12
205,E1582,,PURPLE,12,1,,3033,,,,,,,12
205,E2403,,SILVER,12,1,,3033,,,,,,,12
205,E1507,,WATERMELON,12,1,,3033,,,,,,,12
205,E1799,,TEAL,4,1,,3033,,,,,,,4
206,E1796,,BISCOTTI,8,2,,3033,,,,,,,8
206,E2428,,NAVY,8,1,,3033,,,,,,,8
206,E2428,,NAVY,6,2,,3033,,,,,,,6
206,E1796,,BISCOTTI,4,5,,3033,,,,,,,4
206,E1391,,ROYAL BLUE,4,2,,3033,,,,,,,4
206,E2436,,BLACK PRINT,0,1,,3033,,,,,,,0
206,E2360,,PURPLE PRINT,0,1,,3033,,,,,,,0
207,E1013,,SANGRIA,12,1,,3033,,,,,,,12
207,E1583,,TEAL,10,1,,3033,,,,,,,10
207,E1657,,TEAL,10,1,,3033,,,,,,,10
207,E1259,,SKY BLUE,6,1,,3033,,,,,,,6
207,E1502,,CLARET,4,2,,3033,,,,,,,4
207,E1259,,SKY BLUE,4,1,,3033,,,,,,,4
208,AA9315,,IVORY,6,2,,3033,,,,,,,6
208,E2233,,GOLD,4,1,,3033,,,,,,,4
208,AA9315,,WHITE,4,1,,3033,,,,,,,4
209,AA9315,,WHITE,6,2,,3033,,,,,,,6
209,AA9315,,WHITE,4,2,,3033,,,,,,,4
210,E1391,,PURPLE,28,1,,3033,,,,,,,28
210,E1391,,PURPLE,24,9,,3033,,,,,,,24
210,E1391,,PURPLE,20,2,,3033,,,,,,,20
210,E2574,,BLACK,8,1,,3033,,,,,,,8
210,E1391,,PURPLE,8,2,,3033,,,,,,,8
210,E1918,,GREEN,2,1,,3033,,,,,,,2
211,E1546,,PURPLE,24,4,,3033,,,,,,,24
211,E1546,,PURPLE,20,1,,3033,,,,,,,20
211,E1546,,BLACK,14,1,,3033,,,,,,,14
211,E2403,,SILVER,10,3,,3033,,,,,,,10
211,E1573,,BLACK,8,1,,3033,,,,,,,8
211,E2227,,FUCHSIA,8,1,,3033,,,,,,,8
211,E2403,,SILVER,8,1,,3033,,,,,,,8
211,E1546,,BLACK,6,1,,3033,,,,,,,6
211,E2333,,NAVY,6,1,,3033,,,,,,,6
211,AA219,,WHITE,6,1,,3033,,,,,,,6
211,E1546,,BLACK,4,2,,3033,,,,,,,4
211,E1546,,PURPLE,2,1,,3033,,,,,,,2
211,E2068,,MIDNIGHT,0,1,,3033,,,,,,,0
211,E1573,,PURPLE,0,1,,3033,,,,,,,0
212,E1520,,BURNT ORANGE,24,2,,3033,,,,,,,24
212,E1520,,BURNT ORANGE,20,1,,3033,,,,,,,20
212,E1520,,BURNT ORANGE,18,1,,3033,,,,,,,18
212,E1520,,BURNT ORANGE,16,3,,3033,,,,,,,16
212,E1520,,BURNT ORANGE,14,1,,3033,,,,,,,14
212,E1520,,BURNT ORANGE,12,8,,3033,,,,,,,12
212,E1520,,BURNT ORANGE,10,6,,3033,,,,,,,10
212,E1520,,BURNT ORANGE,8,2,,3033,,,,,,,8
212,E1520,,BURNT ORANGE,4,1,,3033,,,,,,,4
213,E2046,,ROSE,24,1,,3033,,,,,,,24
213,E2034,,BERRY,14,1,,3033,,,,,,,14
213,E2046,,ROSE,12,2,,3033,,,,,,,12
213,E2772,,ROYAL,12,1,,3033,,,,,,,12
213,E2046,,ROSE,8,1,,3033,,,,,,,8
213,E2781,,ROYAL,8,1,,3033,,,,,,,8
213,E2513,,RED,4,1,,3033,,,,,,,4
213,E2781,,ROYAL,4,1,,3033,,,,,,,4
213,E2553,,RED,2,1,,3033,,,,,,,2
213,E2509,,RED,0,1,,3033,,,,,,,0
213,E2046,,ROSE,0,2,,3033,,,,,,,0
214,E2289,,LAVENDER,16,1,,3033,,,,,,,16
214,AA9270,,WHITE BURGUNDY,14,1,,3033,,,,,,,14
214,AA9270,,WHITE NAVY,12,1,,3033,,,,,,,12
214,AA219,,WHITE,6,1,,3033,,,,,,,6
214,AA9270,,WHITE BURGUNDY,6,1,,3033,,,,,,,6
214,AA219,,WHITE,4,1,,3033,,,,,,,4
215,E1463,,TRUFFLE,24,1,,3033,,,,,,,24
215,E1463,,CORAL,20,5,,3033,,,,,,,20
215,E1463,,TRUFFLE,20,3,,3033,,,,,,,20
215,E2389,,PURPLE,16,1,,3033,,,,,,,16
215,E1463,,CORAL,12,4,,3033,,,,,,,12
215,E2034,,BERRY,10,1,,3033,,,,,,,10
215,E1463,,CORAL,10,3,,3033,,,,,,,10
215,E1463,,CORAL,8,4,,3033,,,,,,,8
216,AA9315,,WHITE,8,3,,3033,,,,,,,8
216,AA9308,,WHITE,6,1,,3033,,,,,,,6
217,AA9315,,WHITE,10,2,,3033,,,,,,,10
217,AA9315,,WHITE,10,1,,3033,,,,,,,10
218,570,,BURGUNDY,7XL,1,,3033,,,,,,,38
218,570,,SKY BLUE,6XL,10,,3033,,,,,,,34
218,570,,SKY BLUE,5XL,18,,3033,,,,,,,30
218,570,,PEACH,M,5,,3033,,,,,,,10
218,E2755,,PEACH,14,4,,3033,,,,,,,14
218,E2755,,PEACH,10,2,,3033,,,,,,,10
218,E2755,,PEACH,6,2,,3033,,,,,,,6
219,570,,LAVENDER,S,1,,3033,,,,,,,8
219,570,,BURGUNDY,8XL,5,,3033,,,,,,,40
219,570,,BURGUNDY,7XL,6,,3033,,,,,,,38
219,570,,BURGUNDY,6XL,2,,3033,,,,,,,34
219,570,,LAVENDER,6XL,1,,3033,,,,,,,34
219,570,,BURGUNDY,5XL,1,,3033,,,,,,,30
219,570,,LAVENDER,5XL,1,,3033,,,,,,,30
219,570,,LAVENDER,4XL,1,,3033,,,,,,,26
219,570,,LAVENDER,3XL,1,,3033,,,,,,,22
219,570,,LAVENDER,L,1,,3033,,,,,,,12
219,570,,LAVENDER,M,1,,3033,,,,,,,10
219,E2619,,NAVY,20,1,,3033,,,,,,,20
219,E1829,,BLACK,8,1,,3033,,,,,,,8
219,E2553,,RED,8,1,,3033,,,,,,,8
219,E2553,,RED,6,1,,3033,,,,,,,6
219,E1838,,TEAL,6,1,,3033,,,,,,,6
219,E2574,,BLACK,4,1,,3033,,,,,,,4
219,E2360,,PURPLE PRINT,4,1,,3033,,,,,,,4
219,E2509,,RED,4,1,,3033,,,,,,,4
219,E1838,,TEAL,4,3,,3033,,,,,,,4
219,E2389,,PURPLE,2,1,,3033,,,,,,,2
219,E1838,,TEAL,2,1,,3033,,,,,,,2
220,E2030,,FUCHSIA,26,2,,3033,,,,,,,26
220,E2030,,FUCHSIA,22,1,,3033,,,,,,,22
220,E2317,,NAVY,14,1,,3033,,,,,,,14
220,E1546,,BLACK,10,1,,3033,,,,,,,10
220,E1546,,BLACK,4,4,,3033,,,,,,,4
220,E2082,,BLACK,4,2,,3033,,,,,,,4
220,E2574,,BLACK,4,2,,3033,,,,,,,4
220,E1829,,BLACK,2,3,,3033,,,,,,,2
221,E2553,,RED,14,1,,3033,,,,,,,14
221,E2708,,BLACK,10,1,,3033,,,,,,,10
221,E2553,,RED,6,1,,3033,,,,,,,6
221,E1696,,BLACK,4,3,,3033,,,,,,,4
221,E2553,,RED,2,2,,3033,,,,,,,2
221,E2553,,RED,0,2,,3033,,,,,,,0
222,E2574,,BLACK,12,1,,3033,,,,,,,12
222,E2574,,BLACK,10,1,,3033,,,,,,,10
222,E2574,,BLACK,8,1,,3033,,,,,,,8
222,E2574,,BLACK,6,1,,3033,,,,,,,6
222,E2614,,NAVY,6,1,,3033,,,,,,,6
222,E2574,,BLACK,4,2,,3033,,,,,,,4
222,E2081,,NAVY,4,5,,3033,,,,,,,4
222,E2081,,NAVY,0,2,,3033,,,,,,,0
223,E1868,,CHAMPAGNE,24,1,,3033,,,,,,,24
223,E1911,,NAVY,18,2,,3033,,,,,,,18
223,E1868,,CHAMPAGNE,12,1,,3033,,,,,,,12
223,E1911,,NAVY,10,1,,3033,,,,,,,10
223,E1911,,NAVY,8,4,,3033,,,,,,,8
223,E1911,,NAVY,6,10,,3033,,,,,,,6
223,E1868,,CHAMPAGNE,4,1,,3033,,,,,,,4
223,E1911,,NAVY,4,2,,3033,,,,,,,4
223,E1911,,NAVY,2,4,,3033,,,,,,,2
223,E1911,,NAVY,0,1,,3033,,,,,,,0
224,AA9308,,WHITE,4,2,,3033,,,,,,,4
224,AA9315,,WHITE,4,2,,3033,,,,,,,4
225,E2227,,FUCHSIA,6,6,,3033,,,,,,,6
225,E2227,,FUCHSIA,4,4,,3033,,,,,,,4
225,E2227,,FUCHSIA,2,3,,3033,,,,,,,2
225,E2227,,FUCHSIA,0,4,,3033,,,,,,,0
226,B8808,,IVORY,S,1,,3033,,,,,,,8
226,G570,,PERIWINKLE,S,1,,3033,,,,,,,8
226,570,,ROYAL,8XL,1,,3033,,,,,,,40
226,570,,ROYAL,7XL,1,,3033,,,,,,,38
226,570,,PINK,6XL,1,,3033,,,,,,,34
226,570,,BANANA,3XL,1,,3033,,,,,,,22
226,G570,,PERIWINKLE,XL,1,,3033,,,,,,,14
226,G570,,PERIWINKLE,L,1,,3033,,,,,,,12
226,F570,,LAVENDER,40,1,,3033,,,,,,,40
226,E2255,,FUCHSIA,16,1,,3033,,,,,,,16
226,E2291,,BLACK/GOLD,14,1,,3033,,,,,,,14
226,BD2007/183,,GREY,10,1,,3033,,,,,,,10
226,E2059,,ROYAL,10,1,,3033,,,,,,,10
226,E2514,,EMERALD,8,1,,3033,,,,,,,8
226,E2255,,FUCHSIA,8,1,,3033,,,,,,,8
226,E1827,,BLACK,6,1,,3033,,,,,,,6
226,E2613,,MAUVE,6,1,,3033,,,,,,,6
226,AA9270,,WHITE,6,1,,3033,,,,,,,6
226,E1852,,CHARCOAL,4,1,,3033,,,,,,,4
226,E2255,,FUCHSIA,4,1,,3033,,,,,,,4
227,AA9270,,WHITE/NAVY,24,1,,3033,,,,,,,24
227,E2786,,PURPLE,20,1,,3033,,,,,,,20
227,E2553,,RED,14,1,,3033,,,,,,,14
227,E2097,,MINT,12,2,,3033,,,,,,,12
227,E2520,,AQUA,10,1,,3033,,,,,,,10
227,E2574,,BLACK,8,1,,3033,,,,,,,8
228,E1685,,FUCHSIA,16,1,,3033,,,,,,,16
228,E2389,,PURPLE,14,1,,3033,,,,,,,14
228,E2081,,NAVY,12,1,,3033,,,,,,,12
228,E2081,,NAVY,10,1,,3033,,,,,,,10
228,E2030,,FUCHSIA,8,1,,3033,,,,,,,8
228,E2389,,PURPLE,8,1,,3033,,,,,,,8
228,E2547,,ROYAL,8,1,,3033,,,,,,,8
228,E2081,,NAVY,6,1,,3033,,,,,,,6
228,E2389,,PURPLE,6,1,,3033,,,,,,,6
228,E2553,,RED,6,1,,3033,,,,,,,6
228,E1439,,ESMERALD,4,1,,3033,,,,,,,4
228,E2553,,RED,4,1,,3033,,,,,,,4
228,E2079,,NAVY,2,3,,3033,,,,,,,2
228,E1829,,BLACK,0,2,,3033,,,,,,,0
228,E2081,,NAVY,0,1,,3033,,,,,,,0
229,E2028,,BLACK,18,1,,3033,,,,,,,18
229,E2292,,RED,16,1,,3033,,,,,,,16
229,E1439,,EMERALD,8,7,,3033,,,,,,,8
229,E1439,,EMERALD,4,2,,3033,,,,,,,4
230,E1438,,BLACK,24,4,,3033,,,,,,,24
230,E1438,,BLACK,20,3,,3033,,,,,,,20
230,E1285,,LILAC,20,1,,3033,,,,,,,20
230,E2049,,PLATINUM,18,1,,3033,,,,,,,18
230,E1890,,BLACK,16,1,,3033,,,,,,,16
230,E2781,,RED,16,1,,3033,,,,,,,16
230,E2599,,RED,14,1,,3033,,,,,,,14
230,E2257,,WINE,12,1,,3033,,,,,,,12
230,E1657,,BLACK,4,1,,3033,,,,,,,4
230,E2574,,BLACK,4,1,,3033,,,,,,,4
230,E1391,,ROYAL,4,1,,3033,,,,,,,4
230,E2036,,GREEN,0,1,,3033,,,,,,,0
231,E2449,,GREEN,8,1,,3033,,,,,,,8
231,E2549,,BLACK/GREEN,6,3,,3033,,,,,,,6
231,E2549,,BLACK/GREEN,4,5,,3033,,,,,,,4
231,E1436,,VICTORIA,4,3,,3033,,,,,,,4
231,E2549,,BLACK/GREEN,2,2,,3033,,,,,,,2
231,E2449,,GREEN,2,1,,3033,,,,,,,2
231,E2449,,GREEN,0,1,,3033,,,,,,,0
232,E2449,,IVORY,12,1,,3033,,,,,,,12
232,E2754,,NAVY,12,5,,3033,,,,,,,12
232,E2544,,RED,8,2,,3033,,,,,,,8
232,E2547,,ROYAL BLUE,8,4,,3033,,,,,,,8
233,B8808,,IVORY,S,3,,3032,,,,,,,8
233,E2107,,LAVENDER,16,1,,3032,,,,,,,16
233,E2107,,LAVENDER,12,2,,3032,,,,,,,12
233,E2107,,LAVENDER,10,2,,3032,,,,,,,10
233,E2107,,LAVENDER,8,4,,3032,,,,,,,8
233,E2107,,LAVENDER,4,4,,3032,,,,,,,4
233,E2426,,NAVY,4,1,,3032,,,,,,,4
233,E2107,,LAVENDER,2,1,,3032,,,,,,,2
233,E2107,,LAVENDER,0,1,,3032,,,,,,,0
234,E2114,,ROYAL,18,1,,3032,,,,,,,18
234,E2114,,ROYAL,4,1,,3032,,,,,,,4
234,E1412,,ROYAL,2,5,,3032,,,,,,,2
234,E2114,,ROYAL,2,3,,3032,,,,,,,2
234,E2114,,ROYAL,0,4,,3032,,,,,,,0
235,E1170,,APRICOT,0,1,,3032,,,,,,,0
235,E1918,,GREEN,0,1,,3032,,,,,,,0
235,E1981,,ROYAL,0,1,,3032,,,,,,,0
235,E2171,,SKY BLUE,0,1,,3032,,,,,,,0
235,E1967,,TEAL,0,1,,3032,,,,,,,0
236,E2061,,BLACK,18,2,,3032,,,,,,,18
236,E2061,,BLACK,10,3,,3032,,,,,,,10
236,E2067,,BLACK/BURGUNDY,10,1,,3032,,,,,,,10
236,E2067,,BLACK/BURGUNDY,8,2,,3032,,,,,,,8
236,E2067,,BLACK/BURGUNDY,6,3,,3032,,,,,,,6
236,E2067,,BLACK/BURGUNDY,4,1,,3032,,,,,,,4
236,E2067,,BLACK/BURGUNDY,2,2,,3032,,,,,,,2
236,E2067,,BLACK/BURGUNDY,0,1,,3032,,,,,,,0
237,E2708,,BLACK,10,1,,3032,,,,,,,10
237,E2366,,BLACK/GOLD,10,1,,3032,,,,,,,10
237,E2035,,BLACK/GUNMETAL,10,1,,3032,,,,,,,10
237,E2423,,WHITE/BLUE,10,1,,3032,,,,,,,10
237,E2781,,RED,8,2,,3032,,,,,,,8
237,E2448,,APRICOT,4,1,,3032,,,,,,,4
237,E2574,,BLACK,4,1,,3032,,,,,,,4
237,E2084,,BLACK,2,1,,3032,,,,,,,2
237,E2574,,BLACK,2,1,,3032,,,,,,,2
237,E2081,,NAVY,2,1,,3032,,,,,,,2
238,E2578,,BLACK,18,1,,3032,,,,,,,18
238,E2292,,RED,16,2,,3032,,,,,,,16
238,E2225,,BLACK/GREEN,12,1,,3032,,,,,,,12
238,E2436,,BLACK/PRINT,12,1,,3032,,,,,,,12
238,E1422,,PURPLE,12,1,,3032,,,,,,,12
238,E2227,,FUCHSIA,6,2,,3032,,,,,,,6
238,E1391,,ROYAL,4,1,,3032,,,,,,,4
238,E2081,,NAVY,2,1,,3032,,,,,,,2
238,E2084,,BLACK,0,1,,3032,,,,,,,0
238,E2778,,BLUE,0,1,,3032,,,,,,,0
239,E1422,,PURPLE,12,2,,3032,,,,,,,12
239,E1422,,PURPLE,8,3,,3032,,,,,,,8
239,E2241,,BLACK,4,1,,3032,,,,,,,4
239,E2142,,PURPLE,4,13,,3032,,,,,,,4
240,AA9308,,WHITE,16,16,,3032,,,,,,,16
240,AA9308,,WHITE,14,1,,3032,,,,,,,14
240,E1918,,GREEN,8,1,,3032,,,,,,,8
240,E2106,,SKY BLUE,6,8,,3032,,,,,,,6
241,F1116,,FUCHSIA,38,1,,3032,,,,,,,38
241,E1799,,TEAL,10,1,,3032,,,,,,,10
241,AA9332,,OFF WHITE,6,1,,3032,,,,,,,6
241,AA9304,,WHITE,6,2,,3032,,,,,,,6
241,E1531,,CORAL,4,1,,3032,,,,,,,4
241,E1032,,PISTACHIO,2,1,,3032,,,,,,,2
242,E2514,,CLARET,30,1,,3032,,,,,,,30
242,E2086,,BROWN,26,1,,3032,,,,,,,26
242,E2441,,IVORY,16,1,,3032,,,,,,,16
242,AA219,,WHITE,6,1,,3032,,,,,,,6
242,E1795,,BISCOTTI,2,1,,3032,,,,,,,2
242,E2514,,EMERALD,2,1,,3032,,,,,,,2
242,E2227,,FUCHSIA,2,2,,3032,,,,,,,2
242,E1581,,RED,2,1,,3032,,,,,,,2
242,E1510,,WHITE,2,2,,3032,,,,,,,2
242,E1264,,BLACK,0,4,,3032,,,,,,,0
242,E2543,,BLACK,0,1,,3032,,,,,,,0
242,E2107,,LAVENDER,0,1,,3032,,,,,,,0
243,E1391,,PURPLE,26,1,,3032,,,,,,,26
243,E1391,,PURPLE,20,1,,3032,,,,,,,20
243,E1968,,BLACK,18,2,,3032,,,,,,,18
243,E2252,,PURPLE,18,1,,3032,,,,,,,18
243,B8865,,CLARET,16,1,,3032,,,,,,,16
243,BD2007/09,,,16,1,,3032,,,,,,,16
243,BD2007/09,,,8,1,,3032,,,,,,,8
243,E1264,,APPLE RED,2,1,,3032,,,,,,,2
243,E1264,,CLARET,2,1,,3032,,,,,,,2
243,E1586,,PURPLE,2,1,,3032,,,,,,,2
243,E2253,,RED,2,1,,3032,,,,,,,2
243,E2544,,RED,2,2,,3032,,,,,,,2
243,E2550,,RED,2,1,,3032,,,,,,,2
243,E2513,,RED,0,2,,3032,,,,,,,0
244,E1391,,CLARET,28,1,,3032,,,,,,,28
244,E1356,,TRUFFLE,12,1,,3032,,,,,,,12
244,E1796,,BISCOTTI,8,2,,3032,,,,,,,8
244,E2080,,BLACK,4,1,,3032,,,,,,,4
244,E1391,,PURPLE,4,7,,3032,,,,,,,4
244,E1356,,TRUFFLE,4,6,,3032,,,,,,,4
245,E2269,,NUDE,16,2,,3032,,,,,,,16
245,E2269,,NUDE,14,3,,3032,,,,,,,14
245,E2259,,WINE,14,3,,3032,,,,,,,14
245,E2269,,NUDE,12,4,,3032,,,,,,,12
245,E2259,,WINE,12,1,,3032,,,,,,,12
245,E1369,,PURPLE,4,2,,3032,,,,,,,4
245,E1422,,PURPLE,4,4,,3032,,,,,,,4
246,E2281,,PURPLE,20,1,,3032,,,,,,,20
246,E2281,,PURPLE,16,3,,3032,,,,,,,16
246,E2281,,PURPLE,14,6,,3032,,,,,,,14
246,E2281,,PURPLE,12,5,,3032,,,,,,,12
246,E2281,,PURPLE,10,2,,3032,,,,,,,10
247,E2329,,BLACK,6,2,,3032,,,,,,,6
247,E2589,,BLACK,4,1,,3032,,,,,,,4
247,E2589,,BLACK,3,1,,3032,,,,,,,3
247,E2589,,BLACK,0,1,,3032,,,,,,,0
248,E2227,,FUCHSIA,18,1,,3032,,,,,,,18
248,E2035,,JET,16,3,,3032,,,,,,,16
248,E1546,,CORAL,14,2,,3032,,,,,,,14
248,E2227,,FUCHSIA,14,1,,3032,,,,,,,14
248,E1546,,CORAL,12,1,,3032,,,,,,,12
248,E2227,,FUCHSIA,10,1,,3032,,,,,,,10
248,E2034,,BERRY,8,1,,3032,,,,,,,8
248,E2227,,FUCHSIA,8,1,,3032,,,,,,,8
248,E2227,,FUCHSIA,6,2,,3032,,,,,,,6
248,E2036,,EMERALD,0,1,,3032,,,,,,,0
249,E2034,,BERRY,18,1,,3032,,,,,,,18
249,E2041,,IVORY,18,3,,3032,,,,,,,18
249,E2781,,RED,12,2,,3032,,,,,,,12
249,E2781,,RED,8,1,,3032,,,,,,,8
249,E2081,,NAVY,6,2,,3032,,,,,,,6
249,E2081,,NAVY,4,2,,3032,,,,,,,4
249,E2547,,BLACK,2,1,,3032,,,,,,,2
249,E2081,,NAVY,2,1,,3032,,,,,,,2
250,E2463,,BLACK/PRINT,10,1,,3032,,,,,,,10
250,E2708,,BLACK/PRINT,10,1,,3032,,,,,,,10
250,E2449,,IVORY,10,1,,3032,,,,,,,10
250,E2463,,BLACK/PRINT,8,1,,3032,,,,,,,8
250,E2430,,WHITE,8,1,,3032,,,,,,,8
250,E2346,,GOLD,0,1,,3032,,,,,,,0
251,E2049,,PLATINUM,18,2,,3032,,,,,,,18
251,E2513,,RED,14,1,,3032,,,,,,,14
251,AA219,,WHITE,9,1,,3032,,,,,,,9
251,E1538,,SAGE,8,1,,3032,,,,,,,8
251,B8998,,CORAL,4,1,,3032,,,,,,,4
251,E2514,,EMERALD,4,1,,3032,,,,,,,4
251,E2526,,GREEN,4,1,,3032,,,,,,,4
251,E2549,,GREEN,4,1,,3032,,,,,,,4
251,E2253,,RED,4,1,,3032,,,,,,,4
251,E2550,,RED,4,2,,3032,,,,,,,4
251,E1986,,,,,,3032,,,,,,,
252,E1022,,PURPLE,M,1,,3032,,,,,,,10
252,E1022,,SUNSHINE,M,1,,3032,,,,,,,10
252,E1918,,GREEN,6,1,,3032,,,,,,,6
252,E1809,,ORANGE,6,1,,3032,,,,,,,6
252,E2324,,PINK,4,2,,3032,,,,,1,,4
252,E2395,,RED,4,1,,3032,,,,,,,4
253,E1822,,IVORY,20,1,,3032,,,,,,,20
253,E2087,,DIRTY ROSE,4,1,,3032,,,,,1,,4
253,E2087,,ROSE/QUARTZ,2,5,,3032,,,,,,,2
253,E2070,,APRICOT,0,3,,3032,,,,,1,,0
253,E2087,,DIRTY ROSE,0,3,,3032,,,,,,,0
254,E2589,,BLACK,8,1,,3032,,,,,,,8
254,E2770,,RED,8,1,,3032,,,,,1,,8
254,E2589,,BLACK,6,1,,3032,,,,,,,6
254,E2770,,RED,4,2,,3032,,,,,,,4
254,E2158,,IVORY,0,2,,3032,,,,,,,0
255,E1822,,PEACH,24,2,,3032,,,,,,,24
255,E1822,,PEACH,8,8,,3032,,,,,,,8
255,E1822,,PEACH,6,5,,3032,,,,,,,6
255,E1822,,PEACH,6,1,,3032,,,,,,,6
255,E1822,,PEACH,4,1,,3032,,,,,1,,4
255,E2110,,BLACK,0,3,,3032,,,,,,,0
256,E2107,,LAVENDER,18,2,,3032,,,,,,,18
256,E2107,,LAVENDER,16,5,,3032,,,,,,,16
